County/City,Democratic,Republican,Total Votes Cast,Year,Republican Share
Spotsylvania County,785,365,1154,1940,31.62911612
Stafford County,803,463,1269,1940,36.48542159
Staunton City,1042,687,1744,1940,39.39220183
Suffolk City,1215,383,1598,1940,23.96745932
Surry County,658,120,778,1940,15.42416452
Sussex County,737,164,903,1940,18.16168328
Tazewell County,3108,2356,5472,1940,43.05555556
Warren County,1338,491,1833,1940,26.78668849
Warwick County,1065,305,1373,1940,22.21412964
Washington County,3245,2697,5976,1940,45.13052209
Westmoreland County,845,357,1203,1940,29.67581047
Williamsburg City,367,168,541,1940,31.05360444
Winchester City,1114,945,2067,1940,45.71843251
Wise County,4538,1448,5998,1940,24.14138046
Wythe County,1695,1507,3215,1940,46.87402799
York County,787,177,980,1940,18.06122449
TOTALS,235961,109363,346607,1940,31.55244989
Accomack County,1747,1045,2795,1944,37.3881932
Albemarle County,1725,964,2701,1944,35.69048501
Alexandria City,4391,3405,7823,1944,43.52550173
Alleghany County,1985,1308,3300,1944,39.63636364
Amelia County,553,295,851,1944,34.66509988
Amherst County,2585,442,3039,1944,14.54425798
Appomattox County,1109,270,1385,1944,19.49458484
Arlington County,7122,8317,15499,1944,53.66152655
Augusta County,2913,2319,5247,1944,44.19668382
Bath County,581,504,1089,1944,46.28099174
Bedford County,2534,1068,3608,1944,29.60088692
Bland County,762,744,1506,1944,49.40239044
Botetourt County,1275,1272,2562,1944,49.64871194
Bristol City,1561,628,2198,1944,28.57142857
Brunswick County,1239,208,1447,1944,14.37456807
Buchanan County,2826,1971,4805,1944,41.01977107
Buckingham County,723,286,1012,1944,28.26086957
Buena Vista City,402,179,582,1944,30.75601375
Campbell County,1995,634,2633,1944,24.07899734
Caroline County,1004,383,1391,1944,27.53414809
Carroll County,1375,2352,3729,1944,63.07320998
Charles City County,326,139,465,1944,29.89247312
Charlotte County,1473,356,1830,1944,19.45355191
Charlottesville City,2188,1055,3255,1944,32.41167435
Chesterfield County,2860,901,3772,1944,23.88653234
Clarke County,816,415,1236,1944,33.57605178
Clifton Forge City,1082,415,1502,1944,27.6298269
Craig County,564,327,892,1944,36.65919283
Culpeper County,1022,750,1773,1944,42.30118443
Cumberland County,463,218,685,1944,31.82481752
Danville City,3121,1231,4366,1944,28.1951443
Dickenson County,2786,1762,4554,1944,38.69126043
Dinwiddie County,1096,279,1377,1944,20.26143791
Elizabeth City County,2563,1128,3704,1944,30.45356371
Essex County,508,179,689,1944,25.9796807
Fairfax County,3582,4046,7662,1944,52.80605586
Fauquier County,2110,1089,3204,1944,33.98876404
Floyd County,630,1424,2062,1944,69.05916586
Fluvanna County,577,291,870,1944,33.44827586
Franklin County,2002,1206,3224,1944,37.40694789
Frederick County,1213,938,2156,1944,43.50649351
Fredericksburg City,1092,698,1793,1944,38.92916899
Giles County,1703,1203,2910,1944,41.34020619
Gloucester County,934,410,1349,1944,30.39288362
Goochland County,691,230,925,1944,24.86486486
Grayson County,2607,3298,5914,1944,55.76597903
Greene County,282,393,676,1944,58.13609467
Greensville County,954,279,1237,1944,22.5545675
Halifax County,3351,512,3870,1944,13.22997416
Hampton City,987,297,1287,1944,23.07692308
Hanover County,1471,575,2051,1944,28.03510483
Harrisonburg City,1292,1302,2602,1944,50.03843198
Henrico County,3056,1263,4331,1944,29.16185638
Henry County,1538,727,2270,1944,32.02643172
Highland County,535,641,1176,1944,54.50680272
Hopewell City,1284,368,1657,1944,22.2088111
Isle of Wight County,1178,430,1608,1944,26.74129353
James City County,317,161,478,1944,33.68200837
King and Queen County,363,166,529,1944,31.37996219
King George County,348,340,690,1944,49.27536232
King William County,718,280,998,1944,28.05611222
Lancaster County,666,390,1061,1944,36.75777568
Lee County,4470,3921,8399,1944,46.68412906
Loudoun County,1802,1485,3294,1944,45.08196721
Louisa County,930,634,1572,1944,40.3307888
Lunenburg County,1205,184,1393,1944,13.20890165
Lynchburg City,4302,2396,6713,1944,35.69194101
Madison County,616,811,1428,1944,56.79271709
Martinsville City,1093,458,1553,1944,29.49130715
Mathews County,615,491,1107,1944,44.35411021
Mecklenburg County,2561,430,2991,1944,14.37646272
Middlesex County,627,186,816,1944,22.79411765
Montgomery County,1652,1936,3607,1944,53.67341281
Nansemond County,1398,351,1749,1944,20.06861063
Nelson County,1390,427,1819,1944,23.4744365
New Kent County,329,158,487,1944,32.44353183
Newport News City,4051,1237,5309,1944,23.30005651
Norfolk County,5467,1527,7011,1944,21.78005991
Norfolk City,12010,4958,16996,1944,29.17156978
Northampton County,1108,381,1493,1944,25.51908908
Northumberland County,695,525,1221,1944,42.997543
Nottoway County,1453,472,1930,1944,24.45595855
Orange County,1199,694,1896,1944,36.60337553
Page County,1653,2574,4234,1944,60.79357581
Patrick County,1383,706,2096,1944,33.68320611
Petersburg City,2256,719,2981,1944,24.11942301
Pittsylvania County,3492,1224,4724,1944,25.91024555
Portsmouth City,5735,1129,6877,1944,16.41704231
Powhatan County,461,230,694,1944,33.14121037
Prince Edward County,1063,425,1492,1944,28.48525469
Prince George County,796,301,1098,1944,27.41347905
Prince William County,1340,763,2108,1944,36.19544592
Princess Anne County,1959,993,2953,1944,33.62682018
Pulaski County,2155,1302,3458,1944,37.65182186
Radford City,824,597,1423,1944,41.95361911
Rappahannock County,497,297,797,1944,37.26474279
Richmond County,364,336,701,1944,47.93152639
Richmond City,22584,8737,31387,1944,27.83636537
Roanoke County,3380,3146,6536,1944,48.13341493
Roanoke City,7322,5095,12451,1944,40.920408
Rockbridge County,1638,961,2608,1944,36.84815951
Rockingham County,2104,3714,5839,1944,63.60678198
Russell County,2945,2385,5350,1944,44.57943925
Scott County,2888,3089,5983,1944,51.62961725
Shenandoah County,1962,3517,5485,1944,64.12032817
Smyth County,2266,2726,4999,1944,54.53090618
S. Norfolk City,924,241,1168,1944,20.63356164
Southampton County,1599,284,1895,1944,14.98680739
Spotsylvania County,744,504,1251,1944,40.28776978
Stafford County,698,714,1418,1944,50.35260931
Staunton City,1159,847,2012,1944,42.09741551
Suffolk City,1342,569,1914,1944,29.72831766
Surry County,602,123,726,1944,16.94214876
Sussex County,773,201,980,1944,20.51020408
Tazewell County,2832,2271,5128,1944,44.28627145
Warren County,1034,761,1798,1944,42.32480534
Warwick County,1849,807,2661,1944,30.32694476
Washington County,2849,2792,5664,1944,49.29378531
Westmoreland County,808,532,1344,1944,39.58333333
Williamsburg City,454,211,671,1944,31.44560358
Winchester City,1000,1095,2102,1944,52.09324453
Wise County,4588,1817,6420,1944,28.30218069
Wythe County,1465,1822,3287,1944,55.43048372
York County,760,318,1096,1944,29.01459854
TOTALS,242276,145243,388485,1944,37.3870291
Accomack County,1669,1088,3104,1948,35.05154639
Albemarle County,1178,984,2443,1948,40.2783463
Alexandria City,3917,3903,8707,1948,44.82600207
Alleghany County,2253,1425,3850,1948,37.01298701
Amelia County,443,372,1058,1948,35.16068053
Amherst County,1481,460,2466,1948,18.65369019
Appomattox County,1182,238,1666,1948,14.28571429
Arlington County,7798,10774,20111,1948,53.57267167
Augusta County,1355,1690,3454,1948,48.92877823
Bath County,375,488,938,1948,52.02558635
Bedford County,1556,1084,3609,1948,30.03602106
Bland County,738,822,1628,1948,50.49140049
Botetourt County,1026,1363,2631,1948,51.80539719
Bristol City,1451,879,2462,1948,35.70268075
Brunswick County,1067,229,2202,1948,10.39963669
Buchanan County,3174,2085,5325,1948,39.15492958
Buckingham County,728,354,1267,1948,27.94001579
Buena Vista City,297,234,563,1948,41.56305506
Campbell County,1554,668,2876,1948,23.22670376
Caroline County,731,397,1312,1948,30.25914634
Carroll County,1196,2456,3737,1948,65.72116671
Charles City County,258,167,497,1948,33.60160966
Charlotte County,964,285,1667,1948,17.09658068
Charlottesville City,1527,1419,3367,1948,42.14434214
Chesterfield County,2600,1428,4730,1948,30.19027484
Clarke County,482,384,1158,1948,33.16062176
Clifton Forge City,818,451,1405,1948,32.09964413
Craig County,456,317,796,1948,39.8241206
Culpeper County,804,682,1699,1948,40.14125956
Cumberland County,424,219,813,1948,26.93726937
Danville City,2334,1579,5448,1948,28.98311307
Dickenson County,2945,2197,5172,1948,42.47873163
Dinwiddie County,961,261,1500,1948,17.4
Elizabeth City County,2744,1617,4788,1948,33.77192982
Essex County,329,221,651,1948,33.94777266
Fairfax County,3719,4930,9489,1948,51.95489514
Fauquier County,1291,1102,2667,1948,41.31983502
Floyd County,434,1266,1745,1948,72.55014327
Fluvanna County,447,319,852,1948,37.44131455
Franklin County,1343,1100,2813,1948,39.10415926
Frederick County,1244,921,2404,1948,38.31114809
Fredericksburg City,816,810,1931,1948,41.94717763
Giles County,1529,1448,3115,1948,46.4847512
Gloucester County,719,434,1274,1948,34.06593407
Goochland County,683,292,1140,1948,25.61403509
Grayson County,2741,3669,6568,1948,55.86175396
Greene County,261,420,714,1948,58.82352941
Greensville County,710,301,1427,1948,21.09320252
Halifax County,1323,521,3870,1948,13.4625323
Hampton City,727,371,1235,1948,30.04048583
Hanover County,1048,838,2202,1948,38.05631244
Harrisonburg City,751,1377,2352,1948,58.54591837
Henrico County,2321,2092,4970,1948,42.09255533
Henry County,1318,730,2537,1948,28.77414269
Highland County,423,579,1090,1948,53.11926606
Hopewell City,1242,570,1981,1948,28.77334679
Isle of Wight County,1064,442,1591,1948,27.78126964
James City County,198,177,445,1948,39.7752809
King and Queen County,293,171,547,1948,31.26142596
King George County,248,316,720,1948,43.88888889
King William County,476,348,971,1948,35.83934089
Lancaster County,560,459,1174,1948,39.09710392
Lee County,4069,4297,8466,1948,50.75596504
Loudoun County,1545,1430,3245,1948,44.06779661
Louisa County,782,701,1691,1948,41.4547605
Lunenburg County,1126,251,1718,1948,14.61001164
Lynchburg City,2480,2373,6747,1948,35.17118719
Madison County,428,662,1188,1948,55.72390572
Martinsville City,814,642,2061,1948,31.14992722
Mathews County,458,490,1031,1948,47.52667313
Mecklenburg County,2117,513,3053,1948,16.80314445
Middlesex County,457,271,879,1948,30.83048919
Montgomery County,1126,2070,3473,1948,59.60264901
Nansemond County,2115,413,2773,1948,14.89361702
Nelson County,1204,371,1741,1948,21.30959219
New Kent County,277,140,514,1948,27.23735409
Newport News City,3420,1453,5239,1948,27.73430044
Norfolk County,4696,1830,7089,1948,25.8146424
Norfolk City,9370,7556,18460,1948,40.93174431
Northampton County,997,525,1758,1948,29.86348123
Northumberland County,429,535,1146,1948,46.68411867
Nottoway County,1004,486,1963,1948,24.75802343
Orange County,856,726,1852,1948,39.20086393
Page County,1611,2236,4055,1948,55.14180025
Patrick County,760,648,1840,1948,35.2173913
Petersburg City,2019,1189,3831,1948,31.03628295
Pittsylvania County,3149,1164,5666,1948,20.54359336
Portsmouth City,4612,2056,7381,1948,27.85530416
Powhatan County,338,238,663,1948,35.8974359
Prince Edward County,740,459,1718,1948,26.71711292
Prince George County,745,317,1210,1948,26.19834711
Prince William County,1162,760,2083,1948,36.48583773
Princess Anne County,2008,1329,3715,1948,35.77388964
Pulaski County,1412,1691,3452,1948,48.98609502
Radford City,826,850,1765,1948,48.15864023
Rappahannock County,617,311,1034,1948,30.07736944
Richmond County,240,296,615,1948,48.1300813
Richmond City,16466,14549,35301,1948,41.21412991
Roanoke County,2876,3988,7455,1948,53.49429913
Roanoke City,5343,6542,13200,1948,49.56060606
Rockbridge County,994,1062,2284,1948,46.49737303
Rockingham County,1680,3219,5182,1948,62.11887302
Russell County,2689,2447,5243,1948,46.67175281
Scott County,2676,3520,6272,1948,56.12244898
Shenandoah County,1603,3349,5180,1948,64.65250965
Smyth County,1750,2897,4822,1948,60.07880547
S. Norfolk City,857,347,1283,1948,27.04598597
Southampton County,1462,339,2100,1948,16.14285714
Spotsylvania County,818,517,1510,1948,34.2384106
Stafford County,708,732,1579,1948,46.35845472
Staunton City,914,1323,2673,1948,49.49494949
Suffolk City,1030,741,2070,1948,35.79710145
Surry County,460,134,774,1948,17.3126615
Sussex County,614,244,1220,1948,20
Tazewell County,2258,2278,4706,1948,48.40628984
Warren County,1291,1016,2483,1948,40.91824406
Warwick County,1822,1014,3165,1948,32.03791469
Washington County,2510,2972,5693,1948,52.20446162
Waynesboro City,839,833,1794,1948,46.43255295
Westmoreland County,503,568,1276,1948,44.51410658
Williamsburg City,312,334,849,1948,39.34040047
Winchester City,894,1272,2546,1948,49.9607227
Wise County,4862,2836,7845,1948,36.15041428
Wythe County,976,2077,3336,1948,62.26019185
York County,826,418,1376,1948,30.37790698
TOTALS,200786,172070,419256,1948,41.04175015
Accomack County,2220,2626,4864,1952,53.98848684
Albemarle County,1642,2523,4183,1952,60.31556299
Alexandria City,6471,8579,15072,1952,56.92011677
Alleghany County,2274,2564,4849,1952,52.87688183
Amelia County,703,832,1551,1952,53.64281109
Amherst County,2078,1407,3500,1952,40.2
Appomattox County,957,929,1891,1952,49.1274458
Arlington County,14032,22158,36380,1952,60.90709181
Augusta County,1453,3414,4879,1952,69.9733552
Bath County,451,765,1221,1952,62.65356265
Bedford County,2426,2916,5353,1952,54.47412666
Bland County,743,1000,1748,1952,57.20823799
Botetourt County,1264,2021,3286,1952,61.50334753
Bristol City,1432,1574,3009,1952,52.30973745
Brunswick County,1635,1098,2747,1952,39.97087732
Buchanan County,3613,2330,6029,1952,38.64654172
Buckingham County,919,811,1741,1952,46.58242389
Buena Vista City,392,513,906,1952,56.62251656
Campbell County,2713,2447,5178,1952,47.25762843
Caroline County,954,858,1825,1952,47.01369863
Carroll County,1711,3774,5495,1952,68.68061874
Charles City County,492,342,850,1952,40.23529412
Charlotte County,1630,949,2596,1952,36.55624037
Charlottesville City,2174,3292,5474,1952,60.13883814
Chesterfield County,3546,4482,8046,1952,55.70469799
Clarke County,716,809,1530,1952,52.87581699
Clifton Forge City,811,936,1751,1952,53.45516848
Colonial Heights City,835,896,1732,1952,51.73210162
Craig County,490,425,915,1952,46.44808743
Culpeper County,987,1507,2498,1952,60.32826261
Cumberland County,574,695,1277,1952,54.42443226
Danville City,3323,4765,8146,1952,58.49496685
Dickenson County,3210,2913,6144,1952,47.41210938
Dinwiddie County,1462,983,2472,1952,39.76537217
Essex County,545,610,1163,1952,52.4505589
Fairfax County,8329,13020,21379,1952,60.90088405
Falls Church City,930,1386,2317,1952,59.81873112
Fauquier County,1597,2068,3675,1952,56.27210884
Floyd County,619,1626,2268,1952,71.69312169
Fluvanna County,519,724,1254,1952,57.73524721
Franklin County,2012,1976,4026,1952,49.08097367
Frederick County,1326,1803,3134,1952,57.5303127
Fredericksburg City,970,1536,2510,1952,61.19521912
Giles County,1717,1935,3655,1952,52.94117647
Gloucester County,961,1073,2046,1952,52.44379277
Goochland County,820,714,1548,1952,46.12403101
Grayson County,2734,4449,7201,1952,61.78308568
Greene County,250,537,792,1952,67.8030303
Greensville County,1259,988,2273,1952,43.46678399
Halifax County,3296,2274,5587,1952,40.70162878
Hampton City,4946,5505,10481,1952,52.52361416
Hanover County,1518,2257,3777,1952,59.75642044
Harrisonburg City,635,2238,2876,1952,77.81641168
Henrico County,5339,10682,16035,1952,66.6167758
Henry County,2323,1871,4220,1952,44.33649289
Highland County,419,696,1118,1952,62.25402504
Hopewell City,1657,1640,3308,1952,49.57678356
Isle of Wight County,1227,996,2237,1952,44.52391596
James City County,346,527,875,1952,60.22857143
King and Queen County,387,415,810,1952,51.2345679
King George County,503,577,1090,1952,52.93577982
King William County,533,730,1272,1952,57.38993711
Lancaster County,753,1228,1997,1952,61.49223836
Lee County,4242,4622,8891,1952,51.98515353
Loudoun County,2075,2540,4630,1952,54.85961123
Louisa County,1025,1135,2172,1952,52.25598527
Lunenburg County,1528,837,2373,1952,35.27180784
Lynchburg City,3848,7090,10949,1952,64.75477213
Madison County,540,1012,1558,1952,64.9550706
Martinsville City,1391,1772,3174,1952,55.82860744
Mathews County,533,951,1489,1952,63.86836803
Mecklenburg County,2525,1891,4454,1952,42.45621913
Middlesex County,507,705,1221,1952,57.73955774
Montgomery County,1600,3881,5491,1952,70.67929339
Nansemond County,2360,1168,3553,1952,32.87362792
Nelson County,1222,740,1970,1952,37.56345178
New Kent County,400,455,862,1952,52.78422274
Newport News City,4051,2769,6843,1952,40.46470846
Norfolk County,6766,5614,12392,1952,45.30342156
Norfolk City,11862,14166,26074,1952,54.32998389
Northampton County,1289,1307,2608,1952,50.11503067
Northumberland County,573,1230,1806,1952,68.10631229
Nottoway County,1381,1454,2850,1952,51.01754386
Orange County,916,1525,2453,1952,62.16877293
Page County,1441,2649,4101,1952,64.59400146
Patrick County,1554,1314,2872,1952,45.75208914
Petersburg City,2342,2822,5179,1952,54.48928365
Pittsylvania County,3976,2893,6900,1952,41.92753623
Portsmouth City,6188,3621,9855,1952,36.74277017
Powhatan County,498,558,1063,1952,52.4929445
Prince Edward County,926,1359,2290,1952,59.34497817
Prince George County,612,541,1166,1952,46.39794168
Prince William County,1653,1619,3295,1952,49.13505311
Princess Anne County,3037,3180,6230,1952,51.04333868
Pulaski County,1715,2815,4538,1952,62.03173204
Radford City,1108,1523,2638,1952,57.73313116
Rappahannock County,518,619,1139,1952,54.34591747
Richmond County,326,727,1055,1952,68.90995261
Richmond City,19235,29300,48610,1952,60.27566344
Roanoke County,2689,6017,8726,1952,68.95484758
Roanoke City,8042,15673,23747,1952,65.99991578
Rockbridge County,1059,2068,3138,1952,65.90184831
Rockingham County,1591,4350,5950,1952,73.1092437
Russell County,3253,2937,6206,1952,47.32516919
Scott County,2990,4703,7693,1952,61.13349799
Shenandoah County,1734,4284,6024,1952,71.11553785
Smyth County,1972,3694,5685,1952,64.97801231
S. Norfolk City,1782,1098,2897,1952,37.90127718
Southampton County,2000,1166,3177,1952,36.70129053
Spotsylvania County,1194,1174,2397,1952,48.97788903
Stafford County,1077,1411,2504,1952,56.34984026
Staunton City,945,2578,3528,1952,73.07256236
Suffolk City,1209,1622,2837,1952,57.17307014
Surry County,572,414,1006,1952,41.15308151
Sussex County,956,888,1851,1952,47.97406807
Tazewell County,2527,3232,5789,1952,55.83002246
Virginia Beach City,881,1310,2191,1952,59.79005021
Warren County,1362,1888,3261,1952,57.89635081
Warwick City,2806,3307,6124,1952,54.00065317
Washington County,2778,3810,6599,1952,57.73602061
Waynesboro City,730,1680,2413,1952,69.62287609
Westmoreland County,754,1117,1877,1952,59.50985615
Williamsburg City,483,797,1283,1952,62.12003118
Winchester City,1055,2375,3432,1952,69.2016317
Wise County,4729,3911,8660,1952,45.16166282
Wythe County,1654,3580,5246,1952,68.24247045
York County,1287,1335,2642,1952,50.52990159
TOTALS,268677,349037,619689,1952,56.32454344
Accomack County,2213,2823,5204,1956,54.24673328
Albemarle County,1412,2508,4386,1956,57.18194254
Alexandria City,7451,8633,16449,1956,52.48343364
Alleghany County,822,1135,2054,1956,55.25803311
Amelia County,403,745,1728,1956,43.11342593
Amherst County,1933,1529,3590,1956,42.59052925
Appomattox County,1079,853,2086,1956,40.89165868
Arlington County,16674,21868,39725,1956,55.04845815
Augusta County,1484,3466,5092,1956,68.06755695
Bath County,479,739,1264,1956,58.46518987
Bedford County,2649,3148,6046,1956,52.06748263
Bland County,813,1113,1947,1956,57.16486903
Botetourt County,1377,2280,3758,1956,60.67056945
Bristol City,1645,1794,3457,1956,51.89470639
Brunswick County,1357,799,3160,1956,25.28481013
Buchanan County,3616,3191,6831,1956,46.71351193
Buckingham County,648,751,1721,1956,43.6374201
Buena Vista City,326,545,897,1956,60.7580825
Campbell County,2674,2827,5916,1956,47.78566599
Caroline County,853,907,1969,1956,46.06399187
Carroll County,1739,4060,5828,1956,69.66369252
Charles City County,174,661,917,1956,72.08287895
Charlotte County,1431,791,2839,1956,27.86192321
Charlottesville City,1783,3746,6023,1956,62.19491948
Chesterfield County,3306,5787,10894,1956,53.12098403
Clarke County,725,785,1605,1956,48.90965732
Clifton Forge City,633,1125,1830,1956,61.47540984
Colonial Heights City,956,1037,2172,1956,47.74401473
Covington City,1189,1639,2909,1956,56.3423857
Craig County,501,485,993,1956,48.84189325
Culpeper County,966,1502,2661,1956,56.44494551
Cumberland County,331,566,1319,1956,42.91129644
Danville City,2409,4561,7726,1956,59.0344292
Dickenson County,3695,3444,7153,1956,48.14763036
Dinwiddie County,1282,807,2628,1956,30.70776256
Essex County,328,597,1076,1956,55.48327138
Fairfax County,15633,20761,37267,1956,55.70880404
Falls Church City,1233,1462,2752,1956,53.125
Fauquier County,1567,2112,3802,1956,55.54971068
Floyd County,799,1970,2796,1956,70.45779685
Fluvanna County,417,734,1363,1956,53.85179751
Franklin County,2142,2125,4354,1956,48.80569591
Frederick County,1405,1882,3360,1956,56.01190476
Fredericksburg City,934,1672,2775,1956,60.25225225
Galax City,346,761,1114,1956,68.31238779
Giles County,2016,2270,4379,1956,51.83831925
Gloucester County,723,1319,2276,1956,57.95254833
Goochland County,508,748,1493,1956,50.10046885
Grayson County,2426,4039,6496,1956,62.17672414
Greene County,246,539,849,1956,63.48645465
Greensville County,994,724,2490,1956,29.07630522
Halifax County,2470,1782,5799,1956,30.72943611
Hampton City,5108,7432,12983,1956,57.24408842
Hanover County,1109,2272,4202,1956,54.06949072
Harrisonburg City,571,2265,2893,1956,78.29243
Henrico County,5032,12702,21101,1956,60.19619923
Henry County,2582,2436,5102,1956,47.74598197
Highland County,432,633,1091,1956,58.02016499
Hopewell City,1388,1908,3539,1956,53.9135349
Isle of Wight County,1324,1298,2757,1956,47.08015959
James City County,312,728,1164,1956,62.54295533
King and Queen County,289,495,906,1956,54.63576159
King George County,563,655,1267,1956,51.69692186
King William County,357,887,1427,1956,62.15837421
Lancaster County,373,1380,1953,1956,70.66052227
Lee County,3714,4548,8304,1956,54.76878613
Loudoun County,1960,2489,4660,1956,53.41201717
Louisa County,795,1152,2429,1956,47.42692466
Lunenburg County,1111,580,2339,1956,24.79692176
Lynchburg City,3362,6806,10502,1956,64.80670349
Madison County,533,850,1495,1956,56.85618729
Martinsville City,1368,2125,3561,1956,59.67424881
Mathews County,406,1018,1556,1956,65.42416452
Mecklenburg County,2004,1498,4434,1956,33.78439332
Middlesex County,338,721,1243,1956,58.00482703
Montgomery County,1848,4598,6559,1956,70.10214972
Nansemond County,2492,1753,4360,1956,40.20642202
Nelson County,1215,764,2054,1956,37.19571568
New Kent County,178,510,880,1956,57.95454545
Newport News City,3069,3779,7095,1956,53.26286117
Norfolk County,6026,4558,10920,1956,41.73992674
Norfolk City,14571,18650,34525,1956,54.01882694
Northampton County,1132,1264,2477,1956,51.02947113
Northumberland County,428,1191,1900,1956,62.68421053
Norton City,552,684,1241,1956,55.11684126
Nottoway County,1242,1124,3329,1956,33.76389306
Orange County,794,1344,2510,1956,53.54581673
Page County,1358,2372,3781,1956,62.73472626
Patrick County,1677,1345,3062,1956,43.92553886
Petersburg City,1882,3166,5449,1956,58.10240411
Pittsylvania County,4136,2870,7794,1956,36.82319733
Portsmouth City,5683,5390,11436,1956,47.13186429
